,A,B,C,D,E,F,G,H
v2009,0.8,0.0,0.3,0.0,0.7,0.2,0.1,0.9
v2010,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1
v2011,0.0,0.7,0.7,0.0,0.0,0.2,0.0,0.2
v2012,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2013,1.0,0.0,0.0,0.5,0.6,0.0,1.0,0.0
v2014,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.6
v2015,0.0,0.5,0.8,0.6,0.5,0.5,0.0,0.3
v2016,0.9,0.0,0.2,0.9,0.8,0.2,0.9,0.5
v2017,0.2,0.5,1.0,0.0,0.7,0.9,0.0,0.9
v2018,0.9,0.0,0.4,0.8,0.8,0.3,0.9,0.5
v2019,0.8,0.0,0.3,0.6,0.7,0.2,0.9,0.5
v2020,0.0,0.2,0.5,0.0,0.0,0.8,0.0,0.1
v2021,0.5,0.6,0.7,0.2,0.3,0.6,0.1,0.2
v2022,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v2024,0.2,0.5,1.0,0.0,0.6,0.9,0.0,1.0
v2025,1.0,0.0,0.1,0.3,0.5,0.0,0.6,0.2
v2026,0.6,0.0,0.6,0.2,0.6,0.2,0.6,0.4
v2027,0.3,0.1,0.8,0.6,0.6,0.3,0.5,0.8
v2028,0.0,1.0,0.8,0.0,0.5,0.8,0.0,0.7
v2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v2030,0.1,0.5,0.8,0.0,0.2,0.9,0.0,0.9
v2031,0.9,0.0,0.3,0.6,0.7,0.2,0.7,0.3
v2032,0.3,1.0,0.9,0.0,0.0,0.9,0.0,0.5
v2033,0.9,0.9,0.9,0.7,0.7,0.7,0.7,0.7
v2034,0.9,0.0,0.5,0.3,0.8,0.4,0.5,0.6
v2035,0.9,0.2,0.8,0.8,0.9,0.4,0.6,0.6
v2036,0.2,0.8,0.8,0.1,0.0,0.9,0.0,0.5
v2037,0.2,0.0,0.0,0.5,0.2,0.1,0.5,
v2038,0.1,0.5,0.6,0.0,0.0,0.6,0.0,0.5
v2039,1.0,0.5,0.0,0.9,0.0,0.1,0.0,0.2
v2040,0.4,0.5,0.7,0.3,0.7,0.7,0.1,0.7
v2041,0.9,0.0,0.8,0.0,1.0,0.0,0.0,0.8
v2042,0.3,0.1,0.7,0.1,0.5,0.6,0.1,0.5
v2043,1.0,0.0,0.2,0.8,0.5,0.1,0.8,0.2
v2044,0.5,0.9,0.9,0.0,0.0,0.7,0.0,0.2
v2045,0.4,0.7,0.9,0.1,0.6,0.7,0.2,0.6
v2046,0.7,0.0,0.5,0.0,0.5,0.4,0.1,0.7
v2047,0.7,0.5,0.7,0.5,0.0,0.0,0.3,0.5
v2048,0.0,0.0,0.0,0.8,0.5,0.0,0.4,0.0
v2049,0.9,0.9,0.5,0.6,0.8,0.5,0.6,0.5
v2050,1.0,0.0,0.0,1.0,0.5,0.0,0.9,0.5
v2051,0.8,0.0,0.0,0.8,0.8,0.0,0.8,0.1
v2052,0.4,0.0,0.1,0.7,0.9,0.0,1.0,0.3
v2053,,0.9,,,,,,
v2054,0.9,0.9,0.9,0.1,0.6,,0.1,0.5
v2055,0.6,0.0,0.8,0.0,0.9,0.5,0.2,1.0
v2056,0.4,0.2,0.0,0.6,0.0,0.0,0.2,0.0
v2057,0.3,0.8,0.9,0.4,0.5,0.4,0.0,0.5
v2058,0.5,0.0,0.9,0.2,0.7,0.6,0.3,0.8
v2059,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2060,0.7,0.0,0.1,0.9,0.3,0.1,0.7,0.2
v2061,0.6,0.0,0.8,0.6,0.2,0.6,0.7,0.6
v2062,0.5,0.2,0.4,0.4,0.5,0.3,0.3,0.3
v2063,1.0,0.2,0.6,0.7,0.8,0.2,0.9,0.6
v2064,0.8,0.0,0.5,0.2,0.9,0.3,0.4,0.6
v2065,0.4,0.8,0.8,0.1,0.4,0.9,0.0,0.9
v2066,0.9,0.1,0.4,0.6,0.6,0.5,0.6,0.4
v2067,0.5,0.0,0.5,0.0,0.7,0.3,0.0,0.3
v2068,0.8,0.4,0.8,0.8,0.8,0.8,0.8,0.8
v2069,0.5,0.8,0.8,0.0,0.2,0.7,0.0,0.5
v2070,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2071,0.6,0.3,0.3,0.5,0.3,0.5,0.1,0.5
v2072,1.0,0.0,0.4,0.5,1.0,0.0,0.4,0.5
v2073,0.7,0.0,0.3,1.0,0.5,0.3,0.8,0.5
v2074,0.6,0.0,0.5,0.4,0.8,0.0,0.9,0.4
v2075,0.2,1.0,1.0,,0.1,0.9,0.0,
v2076,0.8,0.0,0.4,0.4,0.7,0.0,0.5,0.6
v2077,0.7,0.7,0.9,0.0,0.1,0.7,0.0,0.4
v2078,1.0,0.0,0.0,0.6,0.6,0.2,0.6,0.1
v2079,0.8,0.9,0.9,0.0,0.1,0.7,0.0,0.2
v2080,1.0,0.5,0.5,0.9,0.6,0.6,0.6,0.6
v2081,0.8,0.0,0.2,1.0,0.6,0.1,0.9,0.3
v2082,0.7,0.9,0.9,0.3,0.6,0.9,0.3,0.7
v2083,0.6,0.0,0.0,0.9,0.4,0.1,0.9,0.2
v2084,1.0,0.0,0.0,0.5,0.9,0.2,0.7,0.5
v2085,0.9,0.0,0.5,0.5,0.9,0.3,0.7,0.5
v2086,0.8,0.2,0.7,0.2,0.5,0.4,0.1,0.7
v2087,0.8,0.0,0.1,0.4,0.8,0.0,0.6,0.5
v2088,0.3,0.8,0.7,0.6,0.0,0.7,0.0,0.5
v2089,0.9,0.0,0.5,0.8,0.8,0.4,1.0,0.5
v2090,0.4,0.8,0.8,0.2,0.0,0.9,0.0,0.8
v2091,0.8,0.0,0.5,0.3,0.5,0.0,0.7,0.8
v2092,0.4,0.9,0.9,0.0,0.4,0.8,0.0,0.7
v2093,0.6,0.0,0.0,1.0,0.0,0.0,0.6,0.0
v2094,0.0,0.0,0.9,0.0,0.6,0.6,0.1,0.5
v2095,0.6,0.0,0.6,0.4,0.5,0.1,0.5,0.5
v2096,0.0,0.6,1.0,0.0,0.0,0.8,0.0,0.8
v2097,0.0,1.0,0.8,0.5,0.0,1.0,0.0,0.5
v2098,0.9,0.0,0.0,0.9,0.2,0.0,0.1,0.0
v2099,1.0,0.0,0.3,0.3,0.2,0.0,0.2,0.2
v2100,1.0,0.0,0.4,0.5,0.6,0.0,0.4,0.8
v2101,0.7,0.0,0.2,0.2,0.9,0.2,0.6,0.4
v2102,0.0,0.4,0.5,0.0,0.0,0.4,0.0,0.3
v2103,0.8,0.0,0.5,0.6,1.0,0.5,1.0,0.5
v2104,1.0,0.0,0.5,0.6,0.9,0.5,0.8,0.5
v2105,0.4,0.5,0.6,0.3,0.3,0.4,0.7,0.4
v2106,0.9,0.0,0.1,0.6,0.5,0.1,0.4,0.4
v2107,0.9,0.0,0.1,0.9,0.5,0.0,0.9,0.1
v2108,0.6,0.0,0.8,0.0,0.8,0.5,0.3,0.9
v2109,0.3,0.3,0.8,0.0,0.4,0.2,0.0,0.4
v2110,0.0,1.0,0.9,0.0,0.0,0.9,,0.5
v2111,1.0,0.0,0.0,0.7,0.5,0.0,0.8,0.1
v2112,0.5,0.7,0.7,0.1,0.2,0.5,0.5,0.3
v2113,0.0,0.9,0.8,0.0,0.0,0.2,0.0,0.1
v2114,0.9,0.0,0.1,0.8,0.5,0.0,0.9,0.1
v2115,0.8,0.0,0.4,0.7,0.8,0.1,1.0,0.4
v2116,0.5,1.0,0.9,0.0,0.0,1.0,0.0,0.5
v2117,0.2,0.7,0.6,0.0,0.0,0.6,0.0,0.6
v2118,0.9,0.2,0.6,0.6,0.6,0.6,0.7,0.6
v2119,1.0,0.0,0.4,0.3,0.9,0.4,0.8,0.6
v2120,0.7,0.1,0.8,0.2,0.3,0.5,0.3,0.5
v2121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2122,0.9,0.0,0.0,0.5,0.5,0.0,0.5,0.0
v2123,0.8,0.1,0.3,0.9,0.7,0.1,0.7,0.3
v2124,0.7,0.9,0.5,0.4,0.0,0.8,0.3,0.4
v2125,0.6,0.0,0.6,0.5,0.9,0.5,0.7,0.6
v2126,0.0,1.0,0.8,0.1,0.0,0.7,0.0,0.6
v2127,1.0,0.0,0.2,0.9,0.9,0.2,0.9,0.1
v2128,0.6,0.0,0.7,0.3,0.8,0.3,0.3,0.5
v2129,0.0,0.9,0.8,0.0,0.0,0.6,0.0,0.0
v2130,0.6,0.1,0.3,0.9,0.4,0.5,0.6,0.4
v2131,0.8,0.0,1.0,0.2,0.5,0.5,0.5,0.8
v2132,0.9,0.0,0.1,0.9,0.6,0.0,0.7,0.5
v2133,0.7,0.0,0.2,0.6,0.7,0.0,0.5,0.2
v2134,0.0,1.0,0.8,0.0,0.0,0.7,0.0,0.2
v2135,0.4,0.0,0.0,0.8,0.1,0.0,0.6,0.0
v2136,1.0,0.0,0.3,0.8,0.5,0.5,0.3,0.5
v2137,,0.9,,,,,,
v2138,0.3,0.3,0.9,0.2,0.3,0.5,0.2,0.9
v2139,1.0,0.0,0.5,0.8,0.8,0.2,0.9,0.5
v2140,0.3,0.6,0.5,0.4,0.2,0.7,0.0,0.5
v2141,0.7,0.0,0.2,0.9,0.7,0.0,1.0,0.4
v2142,0.9,0.0,0.7,0.7,0.6,0.2,0.4,0.4
v2143,1.0,0.0,0.0,0.7,0.8,0.0,0.9,0.0
v2144,1.0,0.0,0.4,0.4,1.0,0.2,0.7,0.5
v2145,0.7,0.0,0.1,0.8,0.4,0.0,0.2,0.1
v2146,0.3,0.9,0.8,0.2,0.6,0.8,0.0,0.6
v2147,0.7,1.0,0.9,0.7,0.1,1.0,0.1,0.8
v2148,,1.0,,,,,,
v2149,0.6,0.2,0.4,0.1,0.6,0.2,0.1,0.7
v2150,0.8,0.0,0.2,0.6,0.7,0.1,0.5,0.3
v2151,0.5,0.8,1.0,0.0,0.3,0.8,0.0,0.8
v2152,0.5,0.8,0.9,0.0,0.2,1.0,0.0,0.8
v2153,0.5,0.8,1.0,0.3,0.0,1.0,0.0,0.7
v2154,0.9,,0.8,0.9,0.9,,0.6,
v2155,0.9,0.5,0.8,0.7,0.7,0.7,0.8,0.9
v2156,1.0,0.0,0.0,0.8,0.7,0.0,0.5,0.2
v2157,,0.0,,,,,,
v2158,0.2,0.9,1.0,0.3,0.4,,,0.6
v2159,0.6,0.2,0.7,0.4,0.6,0.4,0.5,0.9
v2160,0.7,1.0,0.9,0.6,0.2,0.5,0.5,0.6
v2161,0.8,0.0,0.0,1.0,0.5,0.0,0.8,0.0
v2162,0.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0
v2163,0.8,0.2,0.6,0.3,0.5,0.2,0.2,0.5
v2164,0.2,0.8,0.9,0.0,0.5,0.9,0.0,0.8
v2165,0.9,0.0,0.0,0.8,0.2,0.2,0.3,0.0
v2166,1.0,0.0,0.0,0.7,0.0,0.0,0.9,0.3
v2167,0.8,0.1,0.8,0.4,0.5,0.5,0.5,0.5
v2168,0.5,,0.9,0.0,0.1,0.6,0.0,0.9
v2169,0.6,0.0,0.4,0.5,0.5,0.5,0.0,0.5
v2170,0.1,0.0,0.9,0.0,0.4,0.9,0.6,0.7
v2171,1.0,0.0,0.5,0.7,0.7,0.3,0.8,0.5
v2172,1.0,0.0,0.2,0.9,0.3,0.1,0.9,0.1
v2173,0.7,0.0,0.8,0.3,0.4,0.1,0.0,0.4
v2174,0.7,0.1,0.9,0.6,0.6,0.5,0.5,0.6
v2175,0.8,0.8,0.7,0.6,0.8,0.7,0.6,0.8
v2176,0.8,0.8,0.9,0.4,0.6,0.2,0.2,0.4
v2177,1.0,0.0,0.1,0.8,0.7,0.7,0.8,0.7
v2178,1.0,0.0,0.5,0.4,0.5,0.1,1.0,0.5
v2179,1.0,0.5,0.8,0.6,0.9,0.0,0.7,0.4
v2180,1.0,0.0,0.2,0.7,0.5,0.5,0.7,0.5
v2181,0.7,0.0,0.0,1.0,0.4,0.0,0.7,0.2
v2182,0.9,0.0,0.3,0.5,0.9,0.3,0.6,0.4
v2183,1.0,0.0,0.0,1.0,0.7,0.0,0.7,0.0
v2184,0.9,0.0,0.0,0.6,0.3,0.0,0.6,0.3
v2185,0.6,0.0,0.5,0.8,0.7,0.0,0.6,0.5
v2186,0.5,0.9,0.8,0.0,0.0,0.7,0.0,0.5
v2187,0.6,0.5,0.6,0.1,0.5,0.8,0.5,0.7
v2188,0.3,0.5,0.7,0.2,0.6,0.2,0.7,0.8
v2189,0.6,0.4,0.8,0.3,0.5,0.6,0.2,0.6
v2190,0.9,0.0,0.5,0.9,0.6,0.4,0.7,0.5
v2191,0.1,1.0,0.3,0.0,0.0,0.1,0.0,0.1
v2192,0.9,0.3,0.4,0.4,0.5,0.3,0.6,0.5
v2193,1.0,0.0,0.3,0.4,0.8,0.1,0.8,0.2
v2194,0.8,0.0,0.0,0.6,0.1,0.0,0.8,0.1
v2195,0.7,0.8,0.7,0.2,0.3,0.5,0.2,0.5
v2196,0.5,0.4,1.0,0.0,0.6,0.6,0.0,0.3
v2197,0.5,1.0,0.8,0.2,0.0,0.8,0.0,0.4
v2198,1.0,1.0,,,,,,
v2199,0.9,0.0,0.4,0.6,0.7,0.5,1.0,0.7
v2200,0.8,0.7,0.2,0.6,0.1,0.6,0.5,0.5
v2201,0.2,0.9,0.9,0.0,0.2,0.9,0.0,0.4
v2202,0.5,0.7,0.9,0.6,0.6,,,1.0
v2203,0.2,0.9,0.9,0.3,0.5,0.9,0.0,0.8
v2204,0.2,0.5,0.5,0.2,0.0,1.0,0.2,0.5
v2205,0.8,0.8,0.9,0.5,0.5,0.7,0.6,0.9
v2206,0.5,0.0,0.0,0.7,0.2,0.0,0.6,0.0
v2207,1.0,0.3,0.4,0.9,0.4,0.5,0.4,0.3
v2208,0.4,0.0,0.6,0.4,0.8,0.4,0.1,0.6
v2209,1.0,0.0,0.0,1.0,0.6,0.0,1.0,0.1
v2210,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
v2211,0.8,1.0,1.0,0.5,0.0,1.0,0.0,0.7
v2212,,0.0,0.0,1.0,0.5,0.2,0.8,
v2213,0.9,0.0,0.1,0.9,0.3,0.0,0.8,0.3
v2214,0.6,0.5,1.0,0.2,0.4,0.9,0.0,0.7
v2215,0.4,0.0,0.9,0.0,0.5,0.6,0.5,0.8
v2216,0.8,0.0,0.1,0.7,0.5,0.1,0.8,0.2
v2217,0.7,0.0,0.8,0.5,1.0,0.6,0.7,0.5
v2218,0.8,0.5,0.5,0.5,0.7,0.5,0.4,0.5
v2219,0.7,0.8,0.7,0.7,0.5,0.5,0.6,0.1
v2220,0.7,0.0,0.1,1.0,0.7,0.1,0.8,0.3
v2221,0.8,0.0,0.1,0.9,0.5,0.1,0.7,0.3
v2222,1.0,0.1,0.3,0.8,0.6,0.0,0.9,0.5
v2223,0.9,0.0,0.1,0.9,0.4,0.1,1.0,0.1
v2224,0.6,0.0,0.8,0.1,0.5,0.3,0.6,0.5
v2225,0.8,0.7,0.6,0.5,0.6,0.6,0.5,0.5
v2226,0.1,,0.9,0.1,0.1,0.8,0.0,0.3
v2227,0.2,0.0,0.9,0.2,0.4,0.1,0.2,0.2
v2228,0.9,0.0,0.3,0.5,0.8,0.0,0.9,0.3
v2229,0.8,0.0,0.8,0.1,0.8,0.6,0.6,1.0
v2230,,0.0,,,,,,
v2231,0.8,0.4,0.8,0.5,0.9,0.8,0.8,0.7
v2232,1.0,0.0,0.2,0.7,0.8,0.7,0.8,0.2
v2233,0.8,0.0,0.0,0.9,1.0,0.0,0.7,0.5
v2234,0.1,0.8,0.9,0.0,0.7,0.8,0.0,0.8
v2235,0.2,0.2,0.5,0.5,0.5,0.3,0.3,0.8
v2236,0.6,0.2,0.9,0.0,0.8,0.8,0.2,0.5
v2237,0.6,1.0,0.8,0.0,0.2,0.8,0.0,0.9
v2238,0.9,0.8,0.7,0.7,0.5,0.8,0.9,0.7
v2239,0.9,0.0,0.7,0.4,0.6,0.2,0.7,0.5
v2240,0.5,0.5,0.7,0.3,0.4,0.7,0.0,
v2241,0.5,0.4,0.9,0.0,0.3,0.8,0.1,0.6
v2242,0.9,0.7,0.8,0.7,0.7,0.8,0.8,0.7
v2243,0.1,1.0,,0.0,0.0,0.7,0.0,0.0
v2244,0.6,0.3,0.8,0.4,0.7,0.5,0.6,0.7
v2245,0.8,0.0,0.6,0.4,0.7,0.2,0.4,0.3
v2246,0.6,0.0,0.3,0.4,0.5,0.4,0.6,0.3
v2247,0.0,0.8,0.9,0.2,0.0,0.8,0.0,
v2248,1.0,0.0,0.0,1.0,0.5,0.0,0.8,0.0
v2249,0.2,0.9,1.0,0.0,0.6,0.8,0.0,0.7
v2250,0.6,0.1,0.7,0.3,,0.5,0.3,0.3
v2251,0.9,0.0,0.1,0.9,0.5,0.2,0.7,0.1
v2252,0.9,0.0,0.0,0.9,0.8,0.0,0.9,0.0
v2253,0.3,0.0,1.0,0.3,0.7,0.6,0.0,0.6
v2254,0.1,0.9,1.0,0.0,0.0,0.9,0.1,0.3
v2255,0.9,0.2,0.7,0.7,0.8,0.7,0.8,0.7
v2256,0.6,0.1,0.5,0.3,0.7,0.8,1.0,0.5
v2257,0.6,1.0,0.8,0.5,0.5,0.9,0.5,0.5
v2258,0.9,0.0,0.1,0.9,0.7,0.6,0.9,0.6
v2259,0.5,0.5,0.7,0.4,0.5,0.5,0.4,0.5
v2260,1.0,,,,,,,
v2261,0.7,0.0,0.2,0.6,0.4,0.4,0.6,0.3
v2262,1.0,0.7,0.0,0.1,0.0,0.0,0.0,0.2
v2263,1.0,0.0,0.8,0.6,1.0,0.1,0.8,0.2
v2264,0.6,0.9,0.9,0.0,0.6,1.0,0.6,0.4
v2265,0.8,0.0,0.2,0.6,0.5,0.1,0.7,0.4
v2266,0.7,0.8,0.8,0.1,0.4,0.7,0.1,0.5
v2267,0.7,0.8,1.0,0.2,0.2,1.0,0.2,0.5
v2268,0.6,0.2,0.6,0.2,0.6,0.6,0.0,0.6
v2269,0.8,,,,,,,
v2270,0.6,0.0,0.8,0.0,1.0,0.6,0.4,0.8
v2271,0.5,0.5,0.8,0.1,0.3,0.3,0.0,0.7
v2272,0.9,0.0,,0.6,1.0,0.3,0.7,0.5
v2273,1.0,0.0,0.1,0.3,0.2,0.5,0.5,0.5
v2274,0.9,0.5,0.0,0.9,0.0,0.0,0.4,0.0
v2275,0.8,0.0,0.7,0.7,0.8,0.6,0.6,0.7
v2276,1.0,0.0,0.3,0.5,0.9,0.0,0.6,0.3
v2277,0.8,0.0,0.2,0.3,0.8,0.3,0.4,0.7
v2278,0.4,0.9,0.8,0.6,0.4,0.8,0.4,0.7
v2279,0.7,0.0,0.0,0.8,0.6,0.2,0.7,0.4
v2280,0.6,1.0,1.0,0.0,0.0,0.6,0.2,0.9
v2281,0.8,0.8,0.3,0.5,0.5,0.6,0.1,0.5
v2282,0.9,0.6,0.0,0.2,0.6,0.1,0.1,0.2
v2283,0.5,0.0,0.2,0.0,0.9,0.0,0.6,0.8
v2284,0.9,0.0,0.0,1.0,0.3,0.0,0.8,0.1
v2285,0.3,0.9,0.7,0.2,0.2,0.7,0.1,0.6
v2286,0.0,1.0,0.8,0.0,0.0,0.9,0.0,0.0
v2287,0.6,0.7,0.9,0.1,0.4,0.8,0.0,0.6
v2288,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.5
v2289,0.9,0.2,0.9,0.5,0.5,0.7,0.7,0.5
v2290,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5
v2291,0.7,0.0,0.6,0.3,0.7,0.4,0.6,0.8
v2292,0.3,0.3,1.0,0.2,0.6,0.7,0.0,0.6
v2293,0.9,0.0,0.3,0.6,0.7,0.4,0.7,0.6
v2294,0.8,0.0,0.6,0.8,0.8,0.0,0.7,0.7
v2295,0.9,0.0,0.1,0.6,1.0,0.0,0.8,0.1
v2296,0.8,0.7,0.5,0.0,0.4,0.0,0.0,0.3
v2297,0.5,1.0,0.9,0.5,0.5,0.8,0.0,0.7
v2298,0.2,0.0,0.7,0.0,0.4,0.8,0.0,0.4
v2299,0.8,0.0,0.8,0.0,0.9,0.7,0.5,0.7
v2300,0.9,0.0,0.1,0.8,0.7,0.0,0.9,0.3
v2301,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2302,0.3,0.9,1.0,,0.2,,,
v2303,1.0,0.0,0.5,0.7,0.7,0.0,0.9,0.5
v2304,0.5,0.6,0.8,0.5,0.5,0.5,0.2,0.5
v2305,0.8,0.0,0.1,0.5,0.3,0.0,0.6,0.2
v2306,0.4,0.9,0.7,0.5,0.7,0.5,0.1,0.4
v2307,0.9,0.7,0.5,0.6,0.7,0.2,0.2,0.5
v2308,0.1,1.0,0.9,0.1,0.6,0.8,0.1,0.5
v2309,1.0,0.5,1.0,0.2,0.4,0.4,0.5,0.6
v2310,0.1,0.0,0.8,0.0,0.9,0.9,0.1,0.7
v2311,0.8,0.0,0.6,0.4,0.8,0.3,0.3,0.5
v2312,0.7,0.9,1.0,0.0,0.3,0.9,0.0,0.9
v2313,0.2,0.9,1.0,0.0,0.2,0.6,0.0,0.5
v2314,0.8,0.9,0.9,0.0,0.5,0.9,0.2,0.7
v2315,1.0,,,,,,,
v2316,0.9,0.0,0.2,0.5,0.3,0.0,0.5,0.2
v2317,0.9,0.5,0.2,0.2,0.7,0.4,0.5,0.2
v2318,0.9,0.0,0.6,0.6,0.7,0.0,0.9,0.6
v2319,1.0,0.6,,0.4,,0.0,0.1,0.4
v2320,1.0,0.0,0.0,0.3,0.3,0.1,0.7,0.1
v2321,0.6,0.6,0.7,0.5,0.5,0.5,0.4,0.6
v2322,0.9,0.0,0.0,0.8,0.6,0.0,0.8,0.7
v2323,0.7,0.0,0.3,0.6,0.6,0.3,0.6,0.4
v2324,0.3,1.0,0.9,0.9,0.5,0.3,0.2,0.7
v2325,0.9,0.2,0.7,0.3,0.4,0.3,,0.5
v2326,1.0,0.0,0.0,0.5,0.8,0.0,0.5,0.0
v2327,1.0,0.0,0.0,0.8,0.5,0.3,0.5,0.3
v2328,0.5,1.0,0.9,0.0,0.5,0.5,0.0,0.7
v2329,0.2,1.0,0.6,0.6,0.0,0.6,0.0,0.2
v2330,0.9,0.0,0.4,0.6,0.7,0.1,0.9,0.6
v2331,0.6,0.3,0.5,0.6,0.7,0.5,0.8,0.5
v2332,0.7,1.0,0.9,0.0,0.1,0.0,0.0,0.0
v2333,0.7,1.0,0.9,0.7,0.7,0.6,0.6,0.5
v2334,0.5,0.0,0.6,0.1,0.7,0.4,0.0,0.8
v2335,0.8,0.8,0.9,0.5,0.8,0.7,0.6,0.6
v2336,,0.7,,0.7,0.7,0.6,0.8,
v2337,0.9,0.1,0.1,0.7,0.5,0.5,0.8,0.0
v2338,0.9,1.0,0.9,0.3,0.5,0.0,0.0,0.0
v2339,1.0,0.7,0.0,1.0,0.5,0.5,1.0,0.5
v2340,0.5,0.5,0.7,0.5,0.0,0.6,0.0,0.5
v2341,1.0,0.5,0.2,0.5,0.3,0.2,0.5,0.7
v2342,0.3,0.6,0.7,0.3,0.5,0.5,0.0,0.5
v2343,0.9,0.3,0.1,0.5,0.8,0.5,0.0,0.5
v2344,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v2345,0.3,0.8,0.8,0.0,0.0,1.0,0.1,0.5
v2346,0.7,1.0,0.8,0.0,0.0,,,0.0
v2347,0.8,0.0,0.0,0.2,0.0,0.5,1.0,0.0
v2348,0.9,0.0,0.0,1.0,0.8,0.0,1.0,0.0
v2349,0.3,0.5,1.0,0.2,0.5,0.9,0.1,0.8
v2350,0.2,0.5,0.9,0.0,0.3,0.7,0.1,0.7
v2351,0.9,,,,,,,
v2352,0.0,0.9,1.0,0.0,0.1,0.9,0.0,0.2
v2353,0.5,0.0,0.0,0.8,0.3,0.0,0.7,0.3
v2354,0.9,0.0,0.4,0.8,0.8,0.2,0.4,0.5
v2355,0.1,1.0,1.0,0.0,0.1,1.0,0.0,0.2
v2356,0.4,0.8,0.7,0.0,0.4,0.5,0.0,0.5
v2357,0.0,0.0,,,0.0,0.0,0.0,
v2358,0.1,0.4,0.7,0.0,0.1,0.5,0.0,0.6
v2359,1.0,0.0,0.0,0.8,0.8,0.0,1.0,0.2
v2360,1.0,0.8,0.0,0.8,0.8,0.0,0.0,0.0
v2361,0.0,0.8,1.0,0.0,0.0,1.0,0.0,0.5
v2362,1.0,0.0,0.3,0.2,0.5,0.0,0.8,0.3
v2363,0.9,0.0,,0.0,1.0,0.0,0.9,0.5
v2364,0.7,0.0,0.1,1.0,0.7,0.1,1.0,0.2
v2365,0.7,,0.6,0.5,0.9,0.3,0.8,0.6
v2366,0.3,0.1,0.9,0.3,0.5,0.7,0.3,0.9
v2367,0.7,0.9,0.8,0.0,0.0,0.9,0.7,0.2
v2368,0.5,0.9,0.9,0.6,0.5,0.7,0.0,0.8
v2369,0.8,0.0,0.1,0.5,0.4,0.1,0.5,0.2
v2370,0.8,0.0,0.2,0.5,0.8,0.0,0.9,0.2
v2371,0.8,0.0,0.0,0.8,0.5,0.1,0.8,0.5
v2372,,0.0,0.1,0.6,0.5,0.1,0.6,0.5
v2373,0.0,0.5,1.0,0.0,0.2,0.2,0.0,0.6
v2374,1.0,0.0,0.4,1.0,0.5,0.0,1.0,0.5
v2375,1.0,0.0,0.6,0.6,0.7,0.2,1.0,0.5
v2376,0.9,0.0,0.2,0.2,0.2,0.1,0.2,0.6
v2377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v2378,0.6,0.0,0.7,0.1,0.7,0.2,0.1,0.6
v2379,0.9,0.0,0.2,0.8,0.8,0.0,0.6,
v2380,0.8,0.6,0.7,0.3,0.7,0.7,0.2,0.3
v2381,0.9,0.0,0.7,0.7,0.8,0.0,0.6,0.7
v2382,,,1.0,,,,,
v2383,0.6,0.0,0.8,0.0,0.8,0.5,0.5,0.9
v2384,0.5,0.0,0.7,0.0,0.8,0.5,0.3,0.9
v2385,0.8,0.0,0.5,0.4,0.6,0.5,0.6,0.3
v2386,0.7,0.0,0.8,0.0,0.8,0.8,0.5,1.0
v2387,0.2,0.0,1.0,0.0,0.7,0.7,0.0,0.7
v2388,0.8,0.0,0.1,0.8,0.7,0.1,0.9,0.1
v2389,0.0,0.7,0.9,0.1,0.1,0.9,0.0,0.5
v2390,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0
v2391,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.3
v2392,0.0,,,0.2,,,0.1,
v2393,1.0,0.0,0.3,0.7,0.8,0.0,0.7,0.1
v2394,0.6,0.7,0.9,0.6,0.8,0.8,0.8,0.6
v2395,0.5,0.5,0.8,0.1,0.5,0.5,0.2,0.5
v2396,0.5,0.0,0.0,0.9,0.6,0.1,0.9,0.2
v2397,0.9,0.1,0.7,0.5,0.8,0.5,0.5,0.5
v2398,0.8,0.8,,,,,,
v2399,0.8,0.9,0.8,0.7,0.5,0.7,0.0,0.6
v2400,0.3,0.2,0.8,0.3,0.5,0.5,0.6,1.0
v2401,0.5,0.7,0.9,0.4,0.7,0.7,0.7,0.5
v2402,1.0,0.0,0.5,0.5,0.5,0.2,0.2,0.5
v2403,0.0,,,0.3,,,0.1,0.5
v2404,1.0,0.0,0.8,0.4,0.7,0.1,0.5,0.5
v2405,1.0,0.5,0.5,0.8,0.4,0.8,1.0,
v2406,0.9,0.0,0.1,0.9,0.2,0.0,1.0,0.1
v2407,0.3,0.0,0.8,0.3,0.4,0.7,0.1,0.4
